cl_target,reg_target,path
1,10.0,-0.3580361306667328__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev437;1.png
1,30.0,-0.3592251241207123__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev714;1.png
1,30.0,-0.3593446612358093__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev930;1.png
1,3.0,-0.35944902896881104__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev264;1.png
1,3.0,-0.35946157574653625__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev423;1.png
1,3.0,-0.3602580726146698__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev628;1.png
1,30.0,-0.36052170395851135__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev667;1.png
1,3.0,-0.3605886995792389__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev565;1.png
1,3.0,-0.3609688878059387__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev236;1.png
1,3.0,-0.3612411916255951__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev114;1.png
1,3.0,-0.3633286654949188__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev364;1.png
1,30.0,-0.36388078331947327__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev677;1.png
1,3.0,-0.36410635709762573__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev178;1.png
1,30.0,-0.3646222651004791__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev821;1.png
1,10.0,-0.3647042214870453__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev896;1.png
1,10.0,-0.3649078905582428__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev833;1.png
1,30.0,-0.3655202388763428__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev181;1.png
1,10.0,-0.3656541705131531__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev744;1.png
1,30.0,-0.3667595684528351__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev948;1.png
1,3.0,-0.3675379455089569__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev449;1.png
1,3.0,-0.36802512407302856__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev793;1.png
1,30.0,-0.3680751323699951__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev390;1.png
1,10.0,-0.3684717118740082__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev984;1.png
1,3.0,-0.36922627687454224__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev339;1.png
1,3.0,-0.37087854743003845__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev282;1.png
1,3.0,-0.3708799183368683__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev644;1.png
1,10.0,-0.37102243304252625__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev173;1.png
1,10.0,-0.371249794960022__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev643;1.png
1,30.0,-0.3714597225189209__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev996;1.png
1,30.0,-0.37151575088500977__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev116;1.png
1,30.0,-0.3715275526046753__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev705;1.png
1,30.0,-0.37167561054229736__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev846;1.png
1,3.0,-0.3717724680900574__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev994;1.png
1,10.0,-0.3725157380104065__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev310;1.png
1,30.0,-0.37280532717704773__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev833;1.png
1,10.0,-0.3729686439037323__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev361;1.png
1,30.0,-0.37301409244537354__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev335;1.png
1,3.0,-0.3734435737133026__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev675;1.png
1,30.0,-0.37379884719848633__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev694;1.png
1,3.0,-0.37418219447135925__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev887;1.png
1,10.0,-0.37423577904701233__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev370;1.png
1,10.0,-0.37492692470550537__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev251;1.png
1,3.0,-0.37510207295417786__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev185;1.png
1,30.0,-0.37525781989097595__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev124;1.png
1,10.0,-0.37615200877189636__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev384;1.png
1,3.0,-0.37638187408447266__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev913;1.png
1,3.0,-0.3768896460533142__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev284;1.png
1,3.0,-0.3785882890224457__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev673;1.png
1,30.0,-0.378612220287323__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev407;1.png
1,10.0,-0.37864622473716736__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev380;1.png
1,30.0,-0.3798907995223999__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev519;1.png
1,10.0,-0.38049668073654175__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev649;1.png
1,3.0,-0.3812030553817749__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev571;1.png
1,3.0,-0.38134288787841797__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev171;1.png
1,30.0,-0.38156238198280334__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev469;1.png
1,10.0,-0.3815738260746002__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev864;1.png
1,10.0,-0.3822976052761078__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev326;1.png
1,3.0,-0.38246971368789673__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev174;1.png
1,3.0,-0.3828873336315155__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev540;1.png
1,10.0,-0.3831762671470642__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev992;1.png
1,3.0,-0.38361218571662903__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev367;1.png
1,10.0,-0.3838227391242981__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev508;1.png
1,10.0,-0.3849242627620697__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev495;1.png
1,3.0,-0.3856182098388672__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev152;1.png
1,10.0,-0.38644009828567505__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev518;1.png
1,30.0,-0.3867170214653015__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev607;1.png
1,30.0,-0.3873767554759979__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev106;1.png
1,3.0,-0.3884085714817047__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev278;1.png
1,30.0,-0.3914774954319__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev158;1.png
1,3.0,-0.39176371693611145__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev346;1.png
1,3.0,-0.3921409845352173__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev138;1.png
1,10.0,-0.39216718077659607__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev560;1.png
1,10.0,-0.3924437165260315__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev684;1.png
1,3.0,-0.39291301369667053__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev511;1.png
1,3.0,-0.39399853348731995__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev413;1.png
1,3.0,-0.394029438495636__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev364;1.png
1,30.0,-0.39492207765579224__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev251;1.png
1,10.0,-0.39497509598731995__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev270;1.png
1,3.0,-0.39505502581596375__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev219;1.png
1,10.0,-0.3959488272666931__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev282;1.png
1,30.0,-0.3970799744129181__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev204;1.png
1,30.0,-0.3971172869205475__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev717;1.png
1,3.0,-0.3971189856529236__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev227;1.png
1,30.0,-0.3971308767795563__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev928;1.png
1,30.0,-0.39922240376472473__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev839;1.png
1,3.0,-0.4002898335456848__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev117;1.png
1,3.0,-0.4004559814929962__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev782;1.png
1,30.0,-0.4006906747817993__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev578;1.png
1,10.0,-0.40085652470588684__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev868;1.png
1,3.0,-0.4025002121925354__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev685;1.png
1,10.0,-0.4025563895702362__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev159;1.png
1,3.0,-0.4030277132987976__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev826;1.png
1,30.0,-0.40328744053840637__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev953;1.png
1,30.0,-0.40351977944374084__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev465;1.png
1,10.0,-0.4035705029964447__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev950;1.png
1,3.0,-0.40577006340026855__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev231;1.png
1,30.0,-0.40630656480789185__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev337;1.png
1,3.0,-0.4063898026943207__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev443;1.png
1,10.0,-0.40705451369285583__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev488;1.png
1,3.0,-0.4075555205345154__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev849;1.png
1,3.0,-0.4081406891345978__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev557;1.png
1,30.0,-0.4083980917930603__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev694;1.png
1,30.0,-0.4086472690105438__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev736;1.png
1,10.0,-0.4086734354496002__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev296;1.png
1,30.0,-0.40945902466773987__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev796;1.png
1,3.0,-0.41001808643341064__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev277;1.png
1,30.0,-0.41023197770118713__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev450;1.png
1,10.0,-0.4108133316040039__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev243;1.png
1,10.0,-0.41086745262145996__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev586;1.png
1,10.0,-0.4113295078277588__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev263;1.png
1,10.0,-0.4122050106525421__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev205;1.png
1,10.0,-0.41242915391921997__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev530;1.png
1,3.0,-0.4127782881259918__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev982;1.png
1,3.0,-0.41277891397476196__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev750;1.png
1,30.0,-0.4136982560157776__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev132;1.png
1,30.0,-0.4144451916217804__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev979;1.png
1,30.0,-0.4146692454814911__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev546;1.png
1,30.0,-0.4149414896965027__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev165;1.png
1,3.0,-0.41546526551246643__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev837;1.png
1,3.0,-0.4157138466835022__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev501;1.png
1,30.0,-0.415840208530426__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev310;1.png
1,3.0,-0.41709867119789124__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev752;1.png
1,3.0,-0.41728663444519043__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev325;1.png
1,10.0,-0.4183131456375122__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev659;1.png
1,30.0,-0.41847720742225647__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev110;1.png
1,3.0,-0.4185657203197479__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev263;1.png
1,30.0,-0.41871383786201477__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev772;1.png
1,30.0,-0.41970574855804443__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev183;1.png
1,3.0,-0.419844388961792__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev908;1.png
1,3.0,-0.4199874997138977__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev349;1.png
1,10.0,-0.42030763626098633__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev639;1.png
1,30.0,-0.4210340082645416__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev138;1.png
1,3.0,-0.4212038218975067__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev788;1.png
1,10.0,-0.42208924889564514__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev584;1.png
1,3.0,-0.42216792702674866__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev251;1.png
1,10.0,-0.42289096117019653__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev895;1.png
1,3.0,-0.42318278551101685__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev229;1.png
1,10.0,-0.42343512177467346__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev696;1.png
1,30.0,-0.4245448112487793__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev133;1.png
1,3.0,-0.4250304400920868__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev344;1.png
1,10.0,-0.4252009689807892__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev563;1.png
1,10.0,-0.4254682958126068__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev808;1.png
1,30.0,-0.42612987756729126__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev111;1.png
1,30.0,-0.4262499213218689__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev634;1.png
1,3.0,-0.42640718817710876__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev347;1.png
1,3.0,-0.42700931429862976__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev259;1.png
1,10.0,-0.42702654004096985__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev769;1.png
1,3.0,-0.4277779459953308__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev198;1.png
1,10.0,-0.4285733699798584__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev484;1.png
1,10.0,-0.42907479405403137__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev324;1.png
1,30.0,-0.42958465218544006__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev882;1.png
1,30.0,-0.4306440055370331__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev586;1.png
1,3.0,-0.4308418333530426__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev925;1.png
1,3.0,-0.431064248085022__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev523;1.png
1,10.0,-0.43107420206069946__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev560;1.png
1,30.0,-0.43124455213546753__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev970;1.png
1,3.0,-0.4319436848163605__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev651;1.png
1,3.0,-0.43196427822113037__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev994;1.png
1,3.0,-0.432669073343277__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev950;1.png
1,30.0,-0.43391889333724976__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev863;1.png
1,30.0,-0.4339520335197449__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev819;1.png
1,10.0,-0.434920072555542__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev899;1.png
1,10.0,-0.4352560043334961__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev169;1.png
1,30.0,-0.43577200174331665__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev467;1.png
1,3.0,-0.43593719601631165__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev682;1.png
1,30.0,-0.4359794855117798__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev597;1.png
1,3.0,-0.43635886907577515__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev280;1.png
1,10.0,-0.4369894564151764__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev193;1.png
1,10.0,-0.4375385344028473__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev383;1.png
1,30.0,-0.437618225812912__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev518;1.png
1,30.0,-0.43811920285224915__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev382;1.png
1,3.0,-0.43847522139549255__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev889;1.png
1,30.0,-0.43944722414016724__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev405;1.png
1,3.0,-0.4395507276058197__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev740;1.png
1,30.0,-0.4396194815635681__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev705;1.png
1,3.0,-0.44023463129997253__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev213;1.png
1,30.0,-0.44126275181770325__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev763;1.png
1,3.0,-0.4419766366481781__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev350;1.png
1,3.0,-0.442346453666687__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev663;1.png
1,30.0,-0.4423525631427765__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev733;1.png
1,30.0,-0.443020224571228__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev877;1.png
1,3.0,-0.44334831833839417__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev115;1.png
1,3.0,-0.44357287883758545__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev774;1.png
1,30.0,-0.4440506398677826__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev519;1.png
1,3.0,-0.4448542892932892__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev467;1.png
1,30.0,-0.4453863203525543__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev90;1.png
1,3.0,-0.4462874233722687__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev149;1.png
1,10.0,-0.4472041130065918__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev538;1.png
1,30.0,-0.4477491080760956__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev223;1.png
1,30.0,-0.44812914729118347__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev665;1.png
1,30.0,-0.4482732117176056__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev306;1.png
1,10.0,-0.4486791491508484__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev109;1.png
1,30.0,-0.4488963782787323__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev834;1.png
1,10.0,-0.44891709089279175__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev852;1.png
1,30.0,-0.44897568225860596__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev857;1.png
1,3.0,-0.4499092698097229__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev454;1.png
1,3.0,-0.4501819908618927__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev490;1.png
1,10.0,-0.45038044452667236__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev219;1.png
1,10.0,-0.45058754086494446__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev831;1.png
1,30.0,-0.45231837034225464__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev695;1.png
1,3.0,-0.4523557424545288__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev214;1.png
1,30.0,-0.4525778293609619__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev604;1.png
